MANDT,AUFNR,CORREL,AUART,LTXA1,PSPEL,STTX2,KONTY,REC_OBJNR1,TXTREC,ERDA2,ERNA2,BANFN,BNFPO,TXZ01,WERKS,PREIS,WAER1,MONT1,AFNAM,AFNAM_N,BADAT,LFDAT,LIFNR_SP,NAME1_EBAN,PRIO_REQ,ERNAM,NAME_TEXT,ERDAT,BEDNR,EKGRP_SP,ZZORDTR,ZZPOSNR,ZZEMBAR,ZZTMANT,ZCLASIF_UBIC,ZZSISTE,ZZDSIST,ZZEQUIP,ZZDESEM,BANPR,BLCKD,LOEKZ_SP,FRGKZ_SP,FKZTX,SFRGDU,SFRGC1,LIBSP1,SFRGD1,SFRGZ1,SFRGC2,LIBSP2,SFRGD2,SFRGZ2,SFRGC3,LIBSP3,SFRGD3,SFRGZ3,EBELN,EBELP,LIFNR,NAME1,AEDAT,EINDT,EKGRP,MENGE,MEINS,NETPR,WAER2,MONT2,LOEKZ_OC,FRGKE,FRGET,OFRGDU,OFRGC1,LIBOC1,OFRGD1,OFRGZ1,OFRGC2,LIBOC2,OFRGD2,OFRGZ2,OFRGC3,LIBOC3,OFRGD3,OFRGZ3,OFRGC4,LIBOC4,OFRGD4,OFRGZ4,OFRGC5,LIBOC5,OFRGD5,OFRGZ5,OFRGC6,LIBOC6,OFRGD6,OFRGZ6,OFRGC7,LIBOC7,OFRGD7,OFRGZ7,OFRGC8,LIBOC8,OFRGD8,OFRGZ8,LBLNI,KZABN_TXT,FINAL_TXT,TXZ01_HES,LBLNE,NETWR,WAERS_HE2,LWERT,WAERS_HE1,ERDA3,HESNM,NMHES,CNTEN,LZVON,LZBIS,DLORT,SBNAMAG,SBNAMAN,QASRV,TXSRV,PLAZOSRV,TXPLAZOSRV,EVASEGOCU,TXEVASEGOCU,TXNROATC,HFRGC1,LIBHE1,HFRGD1,HFRGZ1,HFRGC2,LIBHE2,HFRGD2,HFRGZ2,BELNR,GJAHR,BUDAT,XBLNR,RMWWR,WMWST1,WAERS_FAC,XEXPORT
600,M617070     ,000001,ZMAX,P055 CA Montaje Cambio Enjaretado,F5A24/10-P055-PAPM06CACO,CTEC MOVM,KS,3023140005,Tasa 55 F,2024-08-14,TASA_MAXIMO,0020133120,00010,P055 CA Montaje madera recuperada,TCHI,1520,PEN,405.33,TMF2,MANTTO IPR,2024-08-14,2024-08-12,2044573571,REPRESENTACIONES GENERALES CHUPILLO,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T80,617070,617071,P055,MPA,01,TF0555-01,CASCO,0000000000000000300003414,CASCO PANGA,05,,,3,Liberado Total,2024-08-15,JE,EMORE,2024-08-15,X,,,0000-00-00,,,,0000-00-00,,5060064982,00010,2044573571,REPRESENTACIONES GENERALES CHU,2024-08-15,2024-08-12,T71,1,UA,1520,PEN,405.98,,8,Liberado total Exsa,2024-08-16,L2,RGAMBINI,2024-08-16,X,GM,EDELASCASAS,2024-08-16,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001974307,Aceptada,,P055 CA Montaje madera recuperada,,1520,PEN,1520,PEN,2024-11-03,TASA_MAXIMO,1,100,2024-09-04,2024-09-30,Panga T055,PESTRADA,EZUÑIGA,080,SATISFECHO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047877,PM,TCURO,2024-11-03,X,,,0000-00-00,,5105654943,2024,2024-11-07,01-0E001-0000204,9345.6,1425.6,PEN,
600,M617070     ,000002,ZMAX,P055 CA Montaje Cambio Enjaretado,F5A24/10-P055-PAPM06CACO,CTEC MOVM,KS,3023140005,Tasa 55 F,2024-08-14,TASA_MAXIMO,0020133120,00020,P055 CA Madera nueva,TCHI,1600,PEN,426.67,TMF2,MANTTO IPR,2024-08-14,2024-08-12,2044573571,REPRESENTACIONES GENERALES CHUPILLO,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T80,617070,617072,P055,MPA,01,TF0555-01,CASCO,0000000000000000300003414,CASCO PANGA,05,,,3,Liberado Total,2024-08-15,JE,EMORE,2024-08-15,X,,,0000-00-00,,,,0000-00-00,,5060064982,00020,2044573571,REPRESENTACIONES GENERALES CHU,2024-08-15,2024-08-12,T71,1,UA,1600,PEN,427.35,,8,Liberado total Exsa,2024-08-16,L2,RGAMBINI,2024-08-16,X,GM,EDELASCASAS,2024-08-16,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001974306,Aceptada,,P055 CA Madera nueva,,1600,PEN,1600,PEN,2024-11-03,TASA_MAXIMO,1,100,2024-09-04,2024-09-29,Panga T055,PESTRADA,JZIÑIGA,080,SATISFECHO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047878,PM,TCURO,2024-11-03,X,,,0000-00-00,,5105654943,2024,2024-11-07,01-0E001-0000204,9345.6,1425.6,PEN,
600,M617070     ,000003,ZMAX,P055 CA Montaje Cambio Enjaretado,F5A24/10-P055-PAPM06CACO,CTEC MOVM,KS,3023140005,Tasa 55 F,2024-08-14,TASA_MAXIMO,0020133120,00030,P055 CA Mantenimiento de caja de motor,TCHI,1760,PEN,469.33,TMF2,MANTTO IPR,2024-08-14,2024-08-12,2044573571,REPRESENTACIONES GENERALES CHUPILLO,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T80,617070,617073,P055,MPA,01,TF0555-01,CASCO,0000000000000000300003414,CASCO PANGA,05,,,3,Liberado Total,2024-08-15,JE,EMORE,2024-08-15,X,,,0000-00-00,,,,0000-00-00,,5010180343,00010,2044573571,REPRESENTACIONES GENERALES CHU,2024-08-15,2024-08-12,T71,1,UA,1760,PEN,470.09,,8,Liberado total Exsa,2024-08-16,L2,RGAMBINI,2024-08-16,X,GM,EDELASCASAS,2024-08-16,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001974305,Aceptada,,P055 CA Mantenimiento de caja de motor,,1760,PEN,1760,PEN,2024-11-03,TASA_MAXIMO,1,100,2024-09-04,2024-09-28,Panga T055,PESTRADA,JZUÑIGA,080,SATISFECHO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047879,PM,TCURO,2024-11-03,X,,,0000-00-00,,5105653753,2024,2024-11-05,01-0E001-0000203,7273.52,1109.52,PEN,
600,M617078     ,000001,ZMAX,TMAT MANTO CORRECTIVO X OSCILACION PESO,PMP24/03-TMAT-01-08,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132450,00010,TMAT MANTO CORRECTIVO X OSCILACION PESO,TMAT,500,USD,500,TMR4,MANTTO COR,2024-08-05,2024-07-10,2054427069,TECNOLOGIA INTEGRAL DE PESAJE PERU,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617078,617079,TMAT,MCP,08,TMAT0108-0201,Balanza de Pesaje y Ensaque #1,0000000000000000300009574,BALANZA DE PESAJE 8SACOS/MIN,05,,,3,Liberado Total,2024-08-07,BG,EDWPEREZ,2024-08-07,X,,,0000-00-00,,,,0000-00-00,,5010179922,00040,2054427069,TECNOLOGIA INTEGRAL DE PESAJE,2024-08-12,2024-07-10,T84,1,UA,500,USD,500,,8,Liberado total Exsa,2024-08-14,LT,JHDELGADO,2024-08-14,X,GM,EDELASCASAS,2024-08-14,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001880874,Aceptada,,TMAT MANTO CORRECTIVO X OSCILACION PESO,,500,USD,500,USD,2024-08-26,TASA_MAXIMO,1,100,2024-08-07,2024-08-07,Matarani - Mollendo,YSAMBRANO,Jefferson,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047338,SR,EMARENGO,2024-08-26,X,,,0000-00-00,,5105620678,2024,2024-08-27,01-0FA01-0004941,1038.4,158.4,USD,
600,M617080     ,000001,ZMAX,PM T055 Adic. Sistema guia cable sup e i,F4A24/10-T055-EPPM06SHCA,CTEC MOVM,KS,3023140005,Tasa 55 F,2024-08-05,TASA_MAXIMO,0020132444,00010,PM T055 Adic. Sistema guia cable sup e i,TCHI,6220,USD,6220,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2048433898,BRYC S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617080,617081,T055,MPA,06,TF0155-0601,Winche Principal,0000000000000000300003350,Winche de Combinación IT-35,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179362,00030,2048433898,BRYC S.A.C.,2024-08-06,2024-08-05,T76,1,UA,23312.56,PEN,6210.06,,8,Liberado total Exsa,2024-08-17,LT,JHDELGADO,2024-08-15,X,GL,FTHORNE,2024-08-16,X,GM,EDELASCASAS,2024-08-16,X,GO,LMARSANO,2024-08-17,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001896522,Aceptada,,PM T055 Adic. Sistema guia cable sup e i,,23312.56,PEN,23312.56,PEN,2024-09-06,TASA_MAXIMO,1,100,2024-07-15,2024-08-19,CHIMBOTE,NCOLLAZOS,WSANDOVAL,080,SATISFECHO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047332,PM,TCURO,2024-09-06,X,,,0000-00-00,,5105626135,2024,2024-09-09,01-0FF01-0000066,27508.82,4196.26,PEN,
600,M617085     ,000001,ZMAX,PM T055 Adic Sist frenos carretes,F4A24/10-T055-EPPM06SHCA,CTEC MOVM,KS,3023140005,Tasa 55 F,2024-08-05,TASA_MAXIMO,0020132445,00010,PM T055 Adic Sist frenos carretes,TCHI,4950,USD,4950,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2048433898,BRYC S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617085,617086,T055,MPA,06,TF0155-0601,Winche Principal,0000000000000000300003350,Winche de Combinación IT-35,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179362,00010,2048433898,BRYC S.A.C.,2024-08-06,2024-08-05,T76,1,UA,18552.6,PEN,4942.09,,8,Liberado total Exsa,2024-08-17,LT,JHDELGADO,2024-08-15,X,GL,FTHORNE,2024-08-16,X,GM,EDELASCASAS,2024-08-16,X,GO,LMARSANO,2024-08-17,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001878057,Aceptada,,PM T055 Adic Sist frenos carretes,,18552.6,PEN,18552.6,PEN,2024-08-23,TASA_MAXIMO,1,100,2024-07-15,2024-08-19,TASA 55,PESTRADA,WSANDOVAL,080,SATISFECHO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047333,PM,TCURO,2024-08-23,X,,,0000-00-00,,5105624297,2024,2024-09-05,01-0FF01-0000065,94742.3,14452.21,PEN,
600,M617087     ,000001,ZMAX,PM T055 Adic valvulas y conexiones,F4A24/10-T055-EPPM06SHCA,CTEC MOVM,KS,3023140005,Tasa 55 F,2024-08-05,TASA_MAXIMO,0020132447,00010,PM T055 Adic valvulas y conexiones,TCHI,3770,USD,3770,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2048433898,BRYC S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617087,617088,T055,MPA,06,TF0155-0601,Winche Principal,0000000000000000300003350,Winche de Combinación IT-35,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179362,00040,2048433898,BRYC S.A.C.,2024-08-06,2024-08-05,T76,1,UA,14129.96,PEN,3763.97,,8,Liberado total Exsa,2024-08-17,LT,JHDELGADO,2024-08-15,X,GL,FTHORNE,2024-08-16,X,GM,EDELASCASAS,2024-08-16,X,GO,LMARSANO,2024-08-17,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001878056,Aceptada,,PM T055 Adic valvulas y conexiones,,14129.96,PEN,14129.96,PEN,2024-08-23,TASA_MAXIMO,1,100,2024-07-15,2024-08-19,TASA 55,PESTRADA,WSANDOVAL,080,SATISFECHO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047335,PM,TCURO,2024-08-23,X,,,0000-00-00,,5105624297,2024,2024-09-05,01-0FF01-0000065,94742.3,14452.21,PEN,
600,M617091     ,000001,ZMAX,TMAT CORRECCION LISTA EMBARCACIONES TOLV,PMP24/03-TMAT-01-02,CTEC MOVM,KS,3032182001,HyP Fijo TMAT,2024-08-05,TASA_MAXIMO,0020132451,00010,TMAT CORRECCION LISTA EMBARCACIONES TOLV,TMAT,380,USD,380,TMR4,MANTTO COR,2024-08-05,2024-08-05,2054427069,TECNOLOGIA INTEGRAL DE PESAJE PERU,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T66,617091,617092,TMAT,MCP,02,TMAT0102-0302,Tolva de Pesaje #2,0000000000000000300009326,TOLVA DE PESAJE 2000KG,05,,,3,Liberado Total,2024-08-07,BG,EDWPEREZ,2024-08-07,X,,,0000-00-00,,,,0000-00-00,,5010179922,00030,2054427069,TECNOLOGIA INTEGRAL DE PESAJE,2024-08-12,2024-08-05,T84,1,UA,380,USD,380,,8,Liberado total Exsa,2024-08-14,LT,JHDELGADO,2024-08-14,X,GM,EDELASCASAS,2024-08-14,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001880876,Aceptada,,TMAT CORRECCION LISTA EMBARCACIONES TOLV,,380,USD,380,USD,2024-08-26,TASA_MAXIMO,1,100,2024-07-18,2024-07-18,Matarani - Mollendo,YSAMBRANO,Jefferson,090,DE 81% A 90 % DE CUMPLIMIENTO,100,MUY SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047339,SR,EMARENGO,2024-08-26,X,,,0000-00-00,,5105620678,2024,2024-08-27,01-0FA01-0004941,1038.4,158.4,USD,
600,M617093     ,000001,ZMAX,PM T055 SH Adic Reparacion carrete super,F4A24/10-T055-EPPM06SHCA,CTEC,KS,3023140005,Tasa 55 F,2024-08-05,TASA_MAXIMO,0020132448,00010,PM T055 SH Adic Reparacion carrete super,TCHI,5815,USD,5815,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2048433898,BRYC S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617093,617094,T055,MPA,06,TF0155-0601,Winche Principal,0000000000000000300003350,Winche de Combinación IT-35,03,,X,1,Pend.liberac.AREA,0000-00-00,JE,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,00000,,,0000-00-00,0000-00-00,,0,,0,,0,,,,0000-00-00,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,,,,0,,0,,0000-00-00,,0,0,0000-00-00,0000-00-00,,,,000,,000,,000,,,,,0000-00-00,,,,0000-00-00,,,0000,0000-00-00,,0,0,,
600,M617095     ,000001,ZMAX,PM T055 SH Adic Reparacion carrete super,F4A24/10-T055-EPPM06SHCA,CTEC MOVM,KS,3023140005,Tasa 55 F,2024-08-05,TASA_MAXIMO,0020132449,00010,PM T055 SH Adic Reparacion carrete super,TCHI,5815,USD,5815,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2048433898,BRYC S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617095,617096,T055,MPA,06,TF0155-0601,Winche Principal,0000000000000000300003350,Winche de Combinación IT-35,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179362,00050,2048433898,BRYC S.A.C.,2024-08-06,2024-08-05,T76,1,UA,21794.62,PEN,5805.71,,8,Liberado total Exsa,2024-08-17,LT,JHDELGADO,2024-08-15,X,GL,FTHORNE,2024-08-16,X,GM,EDELASCASAS,2024-08-16,X,GO,LMARSANO,2024-08-17,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001878055,Aceptada,,PM T055 SH Adic Reparacion carrete super,,21794.62,PEN,21794.62,PEN,2024-08-23,TASA_MAXIMO,1,100,2024-06-20,2024-08-01,TASA 55,PESTRADA,WSANDOVAL,080,SATISFECHO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047337,PM,TCURO,2024-08-23,X,,,0000-00-00,,5105624297,2024,2024-09-05,01-0FF01-0000065,94742.3,14452.21,PEN,
600,M617101     ,000001,ZMAX,SB180 material para adecuación red,F2P24/T043-RE-BL-01-RA,LIB. MOVM,KS,3023120002,Tasa 43 F,2024-08-05,TASA_MAXIMO,,00000,,,0,,0,,,0000-00-00,0000-00-00,,,000,TASA_MAXIMO,,0000-00-00,,,,,,,,,,0000000000000000000000000,,,,,,,0000-00-00,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,5060065910,00010,0000000696,BADINOTTI PERU S.A.,2024-09-06,2024-11-01,T02,105.4,KG,8.28,USD,8.28,,8,Liberado total Exsa,2024-09-10,GB,ESCHWARTZ,2024-09-10,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,,,,0,,0,,0000-00-00,,0,0,0000-00-00,0000-00-00,,,,000,,000,,000,,,,,0000-00-00,,,,0000-00-00,,5105638356,2024,2024-10-02,01-0F100-0007501,4904,748.07,USD,
600,M617101     ,000002,ZMAX,SB180 material para adecuación red,F2P24/T043-RE-BL-01-RA,LIB. MOVM,KS,3023120002,Tasa 43 F,2024-08-05,TASA_MAXIMO,,00000,,,0,,0,,,0000-00-00,0000-00-00,,,000,TASA_MAXIMO,,0000-00-00,,,,,,,,,,0000000000000000000000000,,,,,,,0000-00-00,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,5060065910,00070,0000000696,BADINOTTI PERU S.A.,2024-09-06,2024-11-01,T02,20,KG,7.08,USD,8.28,,8,Liberado total Exsa,2024-09-10,GB,ESCHWARTZ,2024-09-10,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,,,,0,,0,,0000-00-00,,0,0,0000-00-00,0000-00-00,,,,000,,000,,000,,,,,0000-00-00,,,,0000-00-00,,5105638356,2024,2024-10-02,01-0F100-0007501,4904,748.07,USD,
600,M617105     ,000001,ZMAX,PM T425 Adic CARRETE LOCO IT,F2A24/10-T425-EPPM06SHCA,CTEC MOVM,KS,3023120014,Tasa 425 (Bravo 9) F,2024-08-05,TASA_MAXIMO,0020132453,00010,PM T425 Adic CARRETE LOCO IT,TCHI,4077,USD,4077,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617105,617106,T425,MPA,06,TF01425-0606,Sistema de Izaje de Red,0000000000000000300021546,Carrete Loco,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179366,00010,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C,2024-08-06,2024-08-05,T76,1,UA,15280.6,PEN,4070.48,,8,Liberado total Exsa,2024-08-20,LT,JHDELGADO,2024-08-07,X,GM,EDELASCASAS,2024-08-20,X,GO,LMARSANO,2024-08-20,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001909311,Aceptada,,PM T425 Adic CARRETE LOCO IT,,15280.6,PEN,15280.6,PEN,2024-09-17,TASA_MAXIMO,1,100,2024-08-20,2024-08-26,TASA 425,DATORRES,CASAHUAMAN,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047341,PM,TCURO,2024-09-17,X,,,0000-00-00,,5105631320,2024,2024-09-18,01-0F003-0001127,18031.11,2750.51,PEN,
600,M617109     ,000001,ZMAX,PM T417 SH Adic WINCHE COMBINACIÓN,F2A24/10-T417-EPPM06SHCA,CTEC MOVM,KS,3023120005,Tasa 417 (Inansa) F,2024-08-05,TASA_MAXIMO,0020132454,00010,PM T417 SH Adic WINCHE COMBINACIÓN,TCHI,5344,USD,5344,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617109,617110,T417,MPA,06,TF01417-0601,Winche Principal,0000000000000000300041576,WINCHE DE COMBINACION DE PESCA,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179366,00020,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C,2024-08-06,2024-08-05,T76,1,UA,20029.31,PEN,5335.46,,8,Liberado total Exsa,2024-08-20,LT,JHDELGADO,2024-08-07,X,GM,EDELASCASAS,2024-08-20,X,GO,LMARSANO,2024-08-20,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001972640,Aceptada,,PM T417 SH Adic WINCHE COMBINACIÓN,,20029.31,PEN,20029.31,PEN,2024-11-01,TASA_MAXIMO,1,100,2024-09-10,2024-09-16,TASA 417,FSANTOYO,CASAHUAMAN,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047343,PM,TCURO,2024-11-01,X,,,0000-00-00,,5105653451,2024,2024-11-05,01-0F003-0001142,32444.49,4949.16,PEN,
600,M617113     ,000001,ZMAX,"Cambio de valvula de 1/2"" en linea de dr",PMP24/01-TPUC-01-18,CTEC MOVM,KS,3002000001,Mantenimiento Omega,2024-08-05,TASA_MAXIMO,0020132455,00010,"Cambio de valvula de 1/2"" en linea de dr",TPUC,900,PEN,240.13,TMO5,MANTTO_COR,2024-08-05,2024-08-05,2052463424,PROYECTOS FABRICACIONES Y SERVICIOS,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PLANTA,T68,617113,617114,TPUC,MCP,TO-18,TPUC0801-0802,Scrubber PTAR,0000000000000000000000000,,05,,,3,Liberado Total,2024-08-19,BG,EDWPEREZ,2024-08-19,X,,,0000-00-00,,,,0000-00-00,,5010180818,00020,2052463424,PROYECTOS FABRICACIONES Y SERV,2024-08-20,2024-08-05,T76,1,UA,900,PEN,240.64,,8,Liberado total Exsa,2024-08-21,LT,JHDELGADO,2024-08-21,X,GM,EDELASCASAS,2024-08-21,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001877216,Aceptada,,"Cambio de valvula de 1/2"" en linea de dr",,900,PEN,900,PEN,2024-08-23,TASA_MAXIMO,1,100,2024-07-03,2024-07-03,Pucusana Planta Omeg,WALBA,J.MANTILLA,100,MUY SATISFECHO,100,MUY SATISFECHO,100,MUY SATISFECHO,1047344,SO,MCARRILLO,2024-08-23,X,,,0000-00-00,,5105620296,2024,2024-08-26,01-0E001-0000860,1062,162,PEN,
600,M617116     ,000001,ZMAX,PM T417 SH Cambio de polea y bba V20 Gob,F2A24/10-T417-EPPM06SHCA,CTEC MOVM,KS,3023120005,Tasa 417 (Inansa) F,2024-08-05,TASA_MAXIMO,0020132456,00010,PM T417 SH Cambio de polea y bba V20 Gob,TCHI,1992,USD,1992,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617116,617117,T417,MPA,06,TF01417-0613,Sistema de Gobierno Hidraulico,0000000000000000300011893,Unidad de Gobierno,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179366,00030,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C,2024-08-06,2024-08-05,T76,1,UA,7466.02,PEN,1988.82,,8,Liberado total Exsa,2024-08-20,LT,JHDELGADO,2024-08-07,X,GM,EDELASCASAS,2024-08-20,X,GO,LMARSANO,2024-08-20,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001972639,Aceptada,,PM T417 SH Cambio de polea y bba V20 Gob,,7466.02,PEN,7466.02,PEN,2024-11-01,TASA_MAXIMO,1,100,2024-08-06,2024-08-08,TASA 417,FSANTOYO,CASAHUAMAN,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047345,PM,TCURO,2024-11-01,X,,,0000-00-00,,5105653451,2024,2024-11-05,01-0F003-0001142,32444.49,4949.16,PEN,
600,M617120     ,000001,ZMAX,PM T417 SH Adic UNIDAD GOBIERNO IT 180,F2A24/10-T417-EPPM06SHCA,CTEC MOVM,KS,3023120005,Tasa 417 (Inansa) F,2024-08-05,TASA_MAXIMO,0020132458,00010,PM T417 SH Adic UNIDAD GOBIERNO IT 180,TCHI,4997,USD,4997,TMF2,MANTTO IPR,2024-08-05,2024-08-05,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C.,255,TASA_MAXIMO,MAXIMO TASA,0000-00-00,PESCA,T67,617120,617121,T417,MPA,06,TF01417-0613,Sistema de Gobierno Hidraulico,0000000000000000300011893,Unidad de Gobierno,05,,,3,Liberado Total,2024-08-05,JE,EMORE,2024-08-05,X,,,0000-00-00,,,,0000-00-00,,5010179366,00040,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C,2024-08-06,2024-08-05,T76,1,UA,18728.76,PEN,4989.01,,8,Liberado total Exsa,2024-08-20,LT,JHDELGADO,2024-08-07,X,GM,EDELASCASAS,2024-08-20,X,GO,LMARSANO,2024-08-20,X,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,,,0000-00-00,,1001977331,Aceptada,,PM T417 SH Adic UNIDAD GOBIERNO IT 180,,18728.76,PEN,18728.76,PEN,2024-11-05,TASA_MAXIMO,1,100,2024-08-13,2024-08-22,TASA 417,FSANTOYO,CASAHUAMAN,090,DE 81% A 90 % DE CUMPLIMIENTO,080,SATISFECHO,090,DE 81% A 90 % DE CUMPLIMIENTO,1047347,PM,TCURO,2024-11-05,X,,,0000-00-00,,5105654492,2024,2024-11-06,01-0F003-0001145,22099.94,3371.18,PEN,
